"low,0","0xFF,0xFF"
"low,1","0xFF,0xFF"
"low,2","0xFF,0xFF"
"low,3","0xFF,0xFF"
"low,4","0xFF,0xFF"
"norm,0","0xFF,0xFF"
"norm,1","0xFF,0xFF"
"norm,2","0xFF,0xFF"
"norm,3","0xFF,0xFF"
"norm,4","0xFF,0xFF"
"hi,0","0xFF,0xFF"
"hi,1","0xFF,0xFF"
"hi,2","0xFF,0xFF"
"hi,3","0xFF,0xFF"
"hi,4","0xFF,0xFF"
